run_id,phase,cycle,target_idx,sample_idx,t_ros_ns,theta_right,theta_left,x,y,z,qx,qy,qz,qw,det_base_y,det_base_z,det_ee_y,det_ee_z,urdf_base_y,urdf_base_z,urdf_ee_y,urdf_ee_z,d_detected,d_urdf,d_error
static_accuracy/2026-07-08/16-25-12,home,0,,1,1783517116653435791,0.0001472782685401075,-0.00014727826854021853,-0.0062246212552280605,-0.8248012587758364,-0.058683541719519616,-0.10459182402549125,0.09855918889496032,0.6586648319065622,0.7385846436535818,0.0754534955071478,1.0428600635232688,0.07619306558088645,0.33255373473278377,1.1463507906314124e-06,0.9900000000000105,3.0516282835034e-07,0.2109888040964959,0.710306713810105,0.7790111959039688,-0.06870448209386382
static_accuracy/2026-07-08/16-25-12,target,1,1,1,1783517124359489014,0.3119255532749995,0.5374265842285727,0.19480116325314076,-0.7350552431229449,-0.09453165419571596,-0.08197517556493683,0.11217876693677828,0.7563640140121607,0.6392256824839359,0.0754229994861986,1.0428065622315583,-0.12339424393389226,0.4305312333931354,1.1463507906314124e-06,0.9900000000000105,-0.19999408289246545,0.3100042142056382,0.6437463588909552,0.7087964167644815,-0.06505005787352625
static_accuracy/2026-07-08/16-25-12,target,2,1,1,1783517132394975586,0.3119255532749995,0.5374265842285727,0.19420305592104842,-0.7350967129756271,-0.09399196574477853,-0.07947373749731967,0.11503909624736856,0.769389605268615,0.6232893121876876,0.0754277986031125,1.0426485467334334,-0.12342891299018477,0.43048484257671765,1.1463507906314124e-06,0.9900000000000105,-0.19999408289246545,0.3100042142056382,0.6436523847796813,0.7087964167644815,-0.06514403198480012
static_accuracy/2026-07-08/16-25-12,target,3,1,1,1783517140638144775,0.3119255532749995,0.5374265842285727,0.19387903000313472,-0.7355007685281011,-0.09446570395162085,-0.07711832355933784,0.11809882706057834,0.7920109331066489,0.5939899940721628,0.07540332624981694,1.0425332659684565,-0.1234149240034692,0.4304987364428713,1.1463507906314124e-06,0.9900000000000105,-0.19999408289246545,0.3100042142056382,0.6435176469727795,0.7087964167644815,-0.065278769791702
static_accuracy/2026-07-08/16-25-12,target,4,1,1,1783517147912266846,0.3119255532749995,0.5374265842285727,0.1951986453744615,-0.7365806855801877,-0.0953647586489122,-0.07615114376725171,0.12299564507982472,0.8128930417488719,0.5641613043009985,0.07542602189722114,1.0426987102982532,-0.12383767349688363,0.4299549086269806,1.1463507906314124e-06,0.9900000000000105,-0.19999408289246545,0.3100042142056382,0.6443298742016224,0.7087964167644815,-0.06446654256285911
static_accuracy/2026-07-08/16-25-12,target,5,1,1,1783517155759699219,0.3119255532749995,0.5374265842285727,0.19508836544527067,-0.7373587051746576,-0.09755333960756651,-0.07022863999175435,0.13004593318898336,0.8321854130458878,0.534437490918779,0.07543208133983284,1.0427459084387114,-0.1238519774757339,0.4299634921313089,1.1463507906314124e-06,0.9900000000000105,-0.19999408289246545,0.3100042142056382,0.6443728934658448,0.7087964167644815,-0.06442352329863665
static_accuracy/2026-07-08/16-25-12,target,6,1,1,1783517167357871826,0.3119255532749995,0.5374265842285727,0.195540106502134,-0.7374987892971581,-0.09823684298282909,-0.07192232148276442,0.12956880447247995,0.8525792950397492,0.5011463361630282,0.07544712272736667,1.042896687864558,-0.12370767396337934,0.4300382582370049,1.1463507906314124e-06,0.9900000000000105,-0.19999408289246545,0.3100042142056382,0.6444052201918316,0.7087964167644815,-0.06439119657264991
static_accuracy/2026-07-08/16-25-12,target,7,1,1,1783517178065316162,0.3119255532749995,0.5374265842285727,0.19453809669848915,-0.7381106348884572,-0.09724171611764215,-0.07023120641626605,0.13078274997520106,0.8714237707181975,0.46752974427464844,0.07543068530578495,1.042663677342298,-0.1236599387338369,0.42999799523368426,1.1463507906314124e-06,0.9900000000000105,-0.19999408289246545,0.3100042142056382,0.6442020759157012,0.7087964167644815,-0.06459434084878024
static_accuracy/2026-07-08/16-25-12,target,8,1,1,1783517185777549561,0.3119255532749995,0.5374265842285727,0.19555521145832638,-0.740497019995737,-0.10269825094026491,-0.07219964583680187,0.13618416893963783,0.8782574213024579,0.4526643184506788,0.07545348849722786,1.0427864453071023,-0.12426135750456163,0.4293305374728477,1.1463507906314124e-06,0.9900000000000105,-0.19999408289246545,0.3100042142056382,0.6451466271866171,0.7087964167644815,-0.06364978957786438
static_accuracy/2026-07-08/16-25-12,target,9,1,1,1783517193249035400,0.3119255532749995,0.5374265842285727,0.19467919487415944,-0.7388971769613333,-0.10077515807995746,-0.06203400101950345,0.14100674368538604,0.8869120091995807,0.43549508480615357,0.07542355472452453,1.0426512608016003,-0.12404984625348708,0.4296119765723183,1.1463507906314124e-06,0.9900000000000105,-0.19999408289246545,0.3100042142056382,0.6446757337654994,0.7087964167644815,-0.0641206829989821
static_accuracy/2026-07-08/16-25-12,target,10,1,1,1783517204779868896,0.3119255532749995,0.5374265842285727,0.19547647952817493,-0.7402628737079905,-0.10392553646167452,-0.06687774772960209,0.14882079622852767,0.897921633215399,0.40879882347227126,0.07543847376968546,1.0426561350835466,-0.12401167760631487,0.42953914471559845,1.1463507906314124e-06,0.9900000000000105,-0.19999408289246545,0.3100042142056382,0.6447424344354573,0.7087964167644815,-0.06405398232902415
