run_id,cycle,target_idx,theta_right,theta_left,fk_x,fk_y,fk_z
repeatability/2026-07-08/17-55-48,1,1,0.3560498646647766,0.4400583244026387,0.291,-0.19999999999999996,0.7
repeatability/2026-07-08/17-55-48,2,1,0.3560498646647766,0.4400583244026387,0.291,-0.19999999999999996,0.7
repeatability/2026-07-08/17-55-48,3,1,0.3560498646647766,0.4400583244026387,0.291,-0.19999999999999996,0.7
repeatability/2026-07-08/17-55-48,4,1,0.3560498646647766,0.4400583244026387,0.291,-0.19999999999999996,0.7
repeatability/2026-07-08/17-55-48,5,1,0.3560498646647766,0.4400583244026387,0.291,-0.19999999999999996,0.7
repeatability/2026-07-08/17-55-48,6,1,0.3560498646647766,0.4400583244026387,0.291,-0.19999999999999996,0.7
repeatability/2026-07-08/17-55-48,7,1,0.3560498646647766,0.4400583244026387,0.291,-0.19999999999999996,0.7
repeatability/2026-07-08/17-55-48,8,1,0.3560498646647766,0.4400583244026387,0.291,-0.19999999999999996,0.7
repeatability/2026-07-08/17-55-48,9,1,0.3560498646647766,0.4400583244026387,0.291,-0.19999999999999996,0.7
repeatability/2026-07-08/17-55-48,10,1,0.3560498646647766,0.4400583244026387,0.291,-0.19999999999999996,0.7
