run_id,phase,cycle,target_idx,sample_idx,t_ros_ns,theta_right,theta_left,x,y,z,qx,qy,qz,qw,det_base_y,det_base_z,det_ee_y,det_ee_z,urdf_base_y,urdf_base_z,urdf_ee_y,urdf_ee_z,d_detected,d_urdf,d_error
repeatability/2026-07-08/17-55-48,home,0,,1,1783522552864342773,0.0001472782685401075,-0.00014727826854021853,-0.0038866871957732863,-0.7676268466056697,-0.3251588845768909,-0.020365718468166035,-0.007938998655404981,0.9237787116543689,-0.3823023694745028,0.07595980895991816,1.0423336737057811,0.07742052713344216,0.3293478251791469,1.1463507906314124e-06,0.9900000000000105,3.0516282835034e-07,0.2109888040964959,0.7129873448363773,0.7790111959039688,-0.06602385106759157
repeatability/2026-07-08/17-55-48,target,1,1,1,1783522558129541748,0.3560498646647766,0.4400583244026387,0.1985752499691909,-0.7203633033607658,-0.3230220552124703,-0.030396881928231635,-0.011976785230818686,0.8722471576522904,-0.48797282931744923,0.07597394671735686,1.0423462594308117,-0.12339185527458457,0.3800132539153315,1.1463507906314124e-06,0.9900000000000105,-0.20000047549814914,0.2600045765625806,0.6916875979797955,0.756897593457529,-0.06520999547773354
repeatability/2026-07-08/17-55-48,target,2,1,1,1783522565366816650,0.3560498646647766,0.4400583244026387,0.19824694003868798,-0.7200907265064739,-0.32342194224112314,-0.0301141528123424,-0.012279775347184217,0.8708701641480464,-0.490436032642966,0.07596117054418752,1.042273399628118,-0.12337713791773369,0.379861512172707,1.1463507906314124e-06,0.9900000000000105,-0.20000047549814914,0.2600045765625806,0.6917552094944425,0.756897593457529,-0.06514238396308658
repeatability/2026-07-08/17-55-48,target,3,1,1,1783522573946702637,0.3560498646647766,0.4400583244026387,0.19813778644700697,-0.7196803991133116,-0.32453346922367154,-0.0311909905903407,-0.011944820443550327,0.8699695205838845,-0.4919730446128228,0.07596120311931523,1.0422582747912945,-0.12315909081370013,0.379831975236022,1.1463507906314124e-06,0.9900000000000105,-0.20000047549814914,0.2600045765625806,0.6917062192856605,0.756897593457529,-0.0651913741718686
repeatability/2026-07-08/17-55-48,target,4,1,1,1783522581913201172,0.3560498646647766,0.4400583244026387,0.19628082914459188,-0.7185851827346537,-0.3260148158564151,-0.02832753312222354,-0.016172931269832488,0.8698327613287088,-0.4922671576294972,0.07595549772368398,1.042196349285124,-0.1231854321022261,0.37990042962697773,1.1463507906314124e-06,0.9900000000000105,-0.20000047549814914,0.2600045765625806,0.6915873011614354,0.756897593457529,-0.06531029229609364
repeatability/2026-07-08/17-55-48,target,5,1,1,1783522589986308350,0.3560498646647766,0.4400583244026387,0.1975815370396391,-0.7200921300659546,-0.3222996313934852,-0.02956513625077838,-0.013252437882392165,0.8697475634669115,-0.49243217954558677,0.07597552339411207,1.0423970797665767,-0.12318484831656529,0.37983782063170574,1.1463507906314124e-06,0.9900000000000105,-0.20000047549814914,0.2600045765625806,0.6918450878088854,0.756897593457529,-0.06505250564864362
repeatability/2026-07-08/17-55-48,target,6,1,1,1783522599566710449,0.3560498646647766,0.4400583244026387,0.19633685382105373,-0.7189230801067599,-0.3251686607997679,-0.030069542954478258,-0.01523565520600073,0.8696668404701839,-0.49248683635561324,0.0759702915776777,1.0422442919706425,-0.12303355019965334,0.3799786315565546,1.1463507906314124e-06,0.9900000000000105,-0.20000047549814914,0.2600045765625806,0.6915188601953276,0.756897593457529,-0.06537873326220145
repeatability/2026-07-08/17-55-48,target,7,1,1,1783522606801968750,0.3560498646647766,0.4400583244026387,0.197077833093168,-0.7200172761355523,-0.3259994429957254,-0.029087379727210167,-0.011220438387203548,0.8697830928099048,-0.49244837045627493,0.0759941536791919,1.0422509273553318,-0.12346741311590659,0.3795440801578865,1.1463507906314124e-06,0.9900000000000105,-0.20000047549814914,0.2600045765625806,0.6920731767311414,0.756897593457529,-0.06482441672638761
repeatability/2026-07-08/17-55-48,target,8,1,1,1783522614004019043,0.3560498646647766,0.4400583244026387,0.196089075354264,-0.7193339458569474,-0.3271876225790079,-0.02808392581331889,-0.013408872510236087,0.8694915292171833,-0.4929665058282157,0.07595424563705172,1.0421547036193906,-0.12343880938510943,0.3796161498710265,1.1463507906314124e-06,0.9900000000000105,-0.20000047549814914,0.2600045765625806,0.691892278894659,0.756897593457529,-0.06500531456287006
repeatability/2026-07-08/17-55-48,target,9,1,1,1783522621779148193,0.3560498646647766,0.4400583244026387,0.19697309832872822,-0.7209517294135606,-0.3232268833277086,-0.028507019759726027,-0.010622959923174191,0.869817397967327,-0.4924349670161917,0.07597129420207649,1.0423420659864342,-0.1233480731020335,0.37963037707555997,1.1463507906314124e-06,0.9900000000000105,-0.20000047549814914,0.2600045765625806,0.6920368435290234,0.756897593457529,-0.06486074992850566
repeatability/2026-07-08/17-55-48,target,10,1,1,1783522634786659668,0.3560498646647766,0.4400583244026387,0.19689329019238355,-0.720869098055938,-0.3235635902812332,-0.02894091732400314,-0.010153325133960776,0.869689889898124,-0.49264472868605663,0.07597303159661442,1.0423518753012229,-0.1231697844266686,0.3797149940922656,1.1463507906314124e-06,0.9900000000000105,-0.20000047549814914,0.2600045765625806,0.6919143715171819,0.756897593457529,-0.06498322194034711
