run_id,cycle,target_idx,theta_right,theta_left,fk_x,fk_y,fk_z
static_accuracy/2026-07-08/17-57-39,1,1,0.3119255532749995,0.5374265842285727,0.291,-0.20000000000000012,0.6499999999999998
static_accuracy/2026-07-08/17-57-39,2,1,0.3119255532749995,0.5374265842285727,0.291,-0.20000000000000012,0.6499999999999998
static_accuracy/2026-07-08/17-57-39,3,1,0.3119255532749995,0.5374265842285727,0.291,-0.20000000000000012,0.6499999999999998
static_accuracy/2026-07-08/17-57-39,4,1,0.3119255532749995,0.5374265842285727,0.291,-0.20000000000000012,0.6499999999999998
static_accuracy/2026-07-08/17-57-39,5,1,0.3119255532749995,0.5374265842285727,0.291,-0.20000000000000012,0.6499999999999998
static_accuracy/2026-07-08/17-57-39,6,1,0.3119255532749995,0.5374265842285727,0.291,-0.20000000000000012,0.6499999999999998
static_accuracy/2026-07-08/17-57-39,7,1,0.3119255532749995,0.5374265842285727,0.291,-0.20000000000000012,0.6499999999999998
static_accuracy/2026-07-08/17-57-39,8,1,0.3119255532749995,0.5374265842285727,0.291,-0.20000000000000012,0.6499999999999998
static_accuracy/2026-07-08/17-57-39,9,1,0.3119255532749995,0.5374265842285727,0.291,-0.20000000000000012,0.6499999999999998
static_accuracy/2026-07-08/17-57-39,10,1,0.3119255532749995,0.5374265842285727,0.291,-0.20000000000000012,0.6499999999999998
