run_id,phase,cycle,target_idx,sample_idx,t_ros_ns,theta_right,theta_left,x,y,z,qx,qy,qz,qw,det_base_y,det_base_z,det_ee_y,det_ee_z,urdf_base_y,urdf_base_z,urdf_ee_y,urdf_ee_z,d_detected,d_urdf,d_error,tip_qx,tip_qy,tip_qz,tip_qw
static_accuracy/2026-07-12/13-28-53,home,0,,1,1783852137916122314,0.0001472782685401075,-0.00014727826854021853,-0.015688807166121366,-0.7546776593576121,-0.35390373379402124,-0.025186842656119864,-0.026551819814089238,0.9991683663735828,0.017977749022666047,-0.021305389717189517,1.0533951744305412,-0.038290646571666816,0.27744437293681845,1.1463507906314124e-06,0.9900000000000105,3.0516282835034e-07,0.2109888040964959,0.7761366795153823,0.7790111959039688,-0.00287451638858649,1.1889942961905132e-06,0.8961402392840546,-0.44377096743044936,-5.887930548808902e-07
static_accuracy/2026-07-12/13-28-53,target,1,1,1,1783852143122103027,-0.6382207845071585,-0.27578738626420296,-0.21824008125175579,-0.6047478213469235,-0.33697015724200907,-0.006142085492682524,-0.03629151228035445,0.988700739907152,0.14531361887055058,-0.021336001872685396,1.053667600148117,0.16827167790067876,0.4234783247115811,1.1463507906314124e-06,0.9900000000000105,0.2000006375657727,0.3599982566141027,0.6580954300891814,0.6609856225028915,-0.0028901924137101354,1.2348821414565806e-06,0.9307257244867306,-0.36571795933053397,-4.85232722063501e-07
static_accuracy/2026-07-12/13-28-53,target,2,1,1,1783852150463531982,-0.6382207845071585,-0.27578738626420296,-0.21742030414630692,-0.6034089596396994,-0.3405289346084389,-0.008477161734147918,-0.03861858708471584,0.9919596839636948,0.12021949863129594,-0.021326469802252064,1.0533994399452813,0.16833818684567226,0.4234277000525792,1.1463507906314124e-06,0.9900000000000105,0.2000006375657727,0.3599982566141027,0.6579035453961418,0.6609856225028915,-0.003082077106749681,1.2348821414565806e-06,0.9307257244867306,-0.36571795933053397,-4.85232722063501e-07
static_accuracy/2026-07-12/13-28-53,target,3,1,1,1783852161203250977,-0.6382207845071585,-0.27578738626420296,-0.21871065219630728,-0.6040148459180132,-0.33820614059285253,-0.00560709863813691,-0.03758577313342151,0.9914325744521694,0.12496927789648488,-0.021300539829482774,1.0534761005325746,0.16838869783953858,0.42349398514850306,1.1463507906314124e-06,0.9900000000000105,0.2000006375657727,0.3599982566141027,0.657920567083325,0.6609856225028915,-0.003065055419566476,1.2348821414565806e-06,0.9307257244867306,-0.36571795933053397,-4.85232722063501e-07
static_accuracy/2026-07-12/13-28-53,target,4,1,1,1783852168508533691,-0.6382207845071585,-0.27578738626420296,-0.21838724294650097,-0.6032363528749642,-0.3398481254532567,-0.005754804139517899,-0.03761197720227124,0.9908480785515833,0.12950794041635869,-0.02127111410152841,1.053398772989678,0.1684107208147383,0.42344066733920754,1.1463507906314124e-06,0.9900000000000105,0.2000006375657727,0.3599982566141027,0.6578954425833419,0.6609856225028915,-0.0030901799195496293,1.2348821414565806e-06,0.9307257244867306,-0.36571795933053397,-4.85232722063501e-07
static_accuracy/2026-07-12/13-28-53,target,5,1,1,1783852181447831543,-0.6382207845071585,-0.27578738626420296,-0.21800130766687914,-0.6034979274912808,-0.3380561529467566,-0.013641216277519179,-0.03829846965398602,0.9898316844473637,0.13630987089982588,-0.021283618590594335,1.053429906501333,0.16829541421808702,0.4236451808069851,1.1463507906314124e-06,0.9900000000000105,0.2000006375657727,0.3599982566141027,0.6576997874399688,0.6609856225028915,-0.003285835062922682,1.2348821414565806e-06,0.9307257244867306,-0.36571795933053397,-4.85232722063501e-07
static_accuracy/2026-07-12/13-28-53,target,6,1,1,1783852188720696289,-0.6382207845071585,-0.27578738626420296,-0.21853155634241261,-0.6035250446373563,-0.3380443261687468,-0.012422685252777677,-0.03690243341928848,0.9896156920833932,0.1383642630203062,-0.02129193258611043,1.0534376162293149,0.16829227732797497,0.42351551743592836,1.1463507906314124e-06,0.9900000000000105,0.2000006375657727,0.3599982566141027,0.6578328231374693,0.6609856225028915,-0.003152799365422232,1.2348821414565806e-06,0.9307257244867306,-0.36571795933053397,-4.85232722063501e-07
static_accuracy/2026-07-12/13-28-53,target,7,1,1,1783852195960279297,-0.6382207845071585,-0.27578738626420296,-0.21831694209058627,-0.6039258878743521,-0.33826025045725755,-0.009785184871990036,-0.036239265245949025,0.9898343475963078,0.13718210572099554,-0.021314317350161795,1.053436960154452,0.1682571774014629,0.4233814367397071,1.1463507906314124e-06,0.9900000000000105,0.2000006375657727,0.3599982566141027,0.6579569242798448,0.6609856225028915,-0.003028698223046744,1.2348821414565806e-06,0.9307257244867306,-0.36571795933053397,-4.85232722063501e-07
static_accuracy/2026-07-12/13-28-53,target,8,1,1,1783852210370866699,-0.6382207845071585,-0.27578738626420296,-0.2182930660362562,-0.6033521841985126,-0.33882395609312344,-0.010851934848423006,-0.03800194499318074,0.9899795682831899,0.1355674816045856,-0.021300525874130234,1.0534421639414528,0.1683012853707464,0.4234466726158552,1.1463507906314124e-06,0.9900000000000105,0.2000006375657727,0.3599982566141027,0.6579081743814398,0.6609856225028915,-0.00307744812145172,1.2348821414565806e-06,0.9307257244867306,-0.36571795933053397,-4.85232722063501e-07
static_accuracy/2026-07-12/13-28-53,target,9,1,1,1783852219912180420,-0.6382207845071585,-0.27578738626420296,-0.21887767127393787,-0.6044919790469631,-0.33688773410359096,-0.00872298776667557,-0.03585709748936746,0.9903029684102668,0.13393359848027156,-0.021310694359309997,1.0535969618353735,0.16836496631073294,0.4233913347303816,1.1463507906314124e-06,0.9900000000000105,0.2000006375657727,0.3599982566141027,0.6581306775142862,0.6609856225028915,-0.002854944988605279,1.2348821414565806e-06,0.9307257244867306,-0.36571795933053397,-4.85232722063501e-07
